TaskID_InDB,TaskID,OwnerJobID,CPUNeed_Claimed,RAMNeed_Claimed,StorageNeed_Claimed,ListOfResourceNeeds,TimeSubmission,TimeDeadLinePrefered,TimeDeadlineFinal,Date,SimID,EST,EFT,NodeID_SubmittedOn,LastStatus,LastStatusTime,PriorityNo,CPUNeed_Real,RAMNeed_Real,StorageNeed_Real,CPUNeed_Predicted,RAMNeed_Predicted,StorageNeed_Predicted,LengthOnScheduledMachine,LengthOnFogAndCloudBaseLineCPU,BaseLineCloudAndFogCpuMIPS,LengthOnBaseLineCloudMachine,LengthOnBaseLineFogMachine,LengthOnBaseLineIoTMachine,BaseLineCpuFogMIPS,BaseLineCpuIoTMIPS,BaseLineCpuCloudMIPS,BaseLineCloudBandwidth,BaseLineCloudAndFogBandwidth,BaseLineIoTBandwidth,BaseLineFogBandwidth,SuccessorsImediate,SuccessorsNotImmediate,PredecessorsImediate,TimeStartOnMachine,TimeFinishOnMachine
2725507,1,23,577839,1550,243,125,3,8,8,1400/12/28,5508,5,7,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom16,InitializedAndWaiting,3,1,0,0,0,0,0,0,0.0,1.0509,549850,1.651,0.7708,577839.0,749700,1,350000,1,1,1,1,"[5,3]","[7,11,12]",[0],0,0
2725508,2,23,606097,726,337,120,22,3,8,1400/12/28,5508,5,7,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom16,InitializedAndWaiting,3,1,0,0,0,0,0,0,0.0,1.1023,549850,1.7317,0.8085,606097.0,749700,1,350000,1,1,1,1,[8],"[10,12]",[0],0,0
2725509,3,23,624887,182,285,133,3,10,10,1400/12/28,5508,7,9,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom16,InitializedAndWaiting,3,1,0,0,0,0,0,0,0.0,1.1365,549850,1.7854,0.8335,624887.0,749700,1,350000,1,1,1,1,[9],"[11,12]",[1],0,0
2725510,4,23,583527,862,276,110,125,3,8,1400/12/28,5508,5,7,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom16,InitializedAndWaiting,3,1,0,0,0,0,0,0,0.0,1.0612,549850,1.6672,0.7783,583527.0,749700,1,350000,1,1,1,1,"[10,6]",[12],[0],0,0
2725511,5,23,618457,1290,337,86,155,3,34,1400/12/28,5508,31,33,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom16,InitializedAndWaiting,3,1,0,0,0,0,0,0,0.0,1.1248,549850,1.767,0.8249,618457.0,749700,1,350000,1,1,1,1,[7],"[11,12]","[0,1]",0,0
2725512,6,23,621898,3824,91,120,3,10,10,1400/12/28,5508,7,9,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom16,InitializedAndWaiting,3,1,0,0,0,0,0,0,0.0,1.131,549850,1.7769,0.8295,621898.0,749700,1,350000,1,1,1,1,[11],[12],[4],0,0
2725513,7,23,587899,3817,199,133,3,67,67,1400/12/28,5508,64,66,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom16,InitializedAndWaiting,3,1,0,0,0,0,0,0,0.0,1.0692,549850,1.6797,0.7842,587899.0,749700,1,350000,1,1,1,1,[11],[12],[5],0,0
2725514,8,23,580424,2491,359,133,3,20,20,1400/12/28,5508,17,19,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom16,InitializedAndWaiting,3,1,0,0,0,0,0,0,0.0,1.0556,549850,1.6584,0.7742,580424.0,749700,1,350000,1,1,1,1,[10],[12],"[0,2]",0,0
2725515,9,23,566599,1267,330,110,155,3,42,1400/12/28,5508,39,41,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom16,InitializedAndWaiting,3,1,0,0,0,0,0,0,0.0,1.0305,549850,1.6189,0.7558,566599.0,749700,1,350000,1,1,1,1,[11],[12],[3],0,0
2725516,10,23,581109,142,345,86,110,3,35,1400/12/28,5508,32,34,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom16,InitializedAndWaiting,3,2,0,0,0,0,0,0,0.0,1.0569,549850,1.6603,0.7751,581109.0,749700,1,350000,1,1,1,1,[12],[],"[4,8]",0,0
2725517,11,23,556293,2580,353,133,155,3,75,1400/12/28,5508,71,73,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom16,InitializedAndWaiting,3,1,0,0,0,0,0,0,0.0,1.0117,549850,1.5894,0.742,556293.0,749700,1,350000,1,1,1,1,[12],[],"[6,7,9]",0,0
2725518,12,23,555406,3785,212,110,3,84,84,1400/12/28,5508,81,83,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom16,InitializedAndWaiting,3,1,0,0,0,0,0,0,0.0,1.0101,549850,1.5869,0.7408,555406.0,749700,1,350000,1,1,1,1,[],[],"[10,11]",0,0
2725519,0,24,555111,3051,288,133,4,7,7,1400/12/28,5508,4,6,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,4,1,0,0,0,0,0,0,0.0,1.0096,549850,1.586,0.7404,555111.0,749700,1,350000,1,1,1,1,"[3,1]","[5,6]",[],0,0
2725520,1,24,558695,133,54,155,12,4,9,1400/12/28,5508,6,8,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,4,1,0,0,0,0,0,0,0.0,1.0161,549850,1.5963,0.7452,558695.0,749700,1,350000,1,1,1,1,"[5,2]",[6],[0],0,0
2725521,2,24,591561,362,353,22,155,4,11,1400/12/28,5508,8,10,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,4,1,0,0,0,0,0,0,0.0,1.0759,549850,1.6902,0.7891,591561.0,749700,1,350000,1,1,1,1,[4],"[5,6]",[1],0,0
2725522,3,24,556598,2046,62,120,4,30,30,1400/12/28,5508,27,29,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,4,1,0,0,0,0,0,0,0.0,1.0123,549850,1.5903,0.7424,556598.0,749700,1,350000,1,1,1,1,[5],[6],[0],0,0
2725523,4,24,617497,1109,27,120,4,52,52,1400/12/28,5508,49,51,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,4,1,0,0,0,0,0,0,0.0,1.123,549850,1.7643,0.8237,617497.0,749700,1,350000,1,1,1,1,[5],[6],[2],0,0
2725524,5,24,590605,3307,143,12,125,4,90,1400/12/28,5508,87,89,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,4,1,0,0,0,0,0,0,0.0,1.0741,549850,1.6874,0.7878,590605.0,749700,1,350000,1,1,1,1,[6],[],"[1,3,4]",0,0
2725525,6,24,583880,3895,279,22,4,117,117,1400/12/28,5508,114,116,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,4,1,0,0,0,0,0,0,0.0,1.0619,549850,1.6682,0.7788,583880.0,749700,1,350000,1,1,1,1,[],[],[5],0,0
2725526,0,25,629999,577,312,125,86,1,4,1400/12/28,5508,1,3,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,1,2,0,0,0,0,0,0,0.0,1.1458,549850,1.8,0.8403,629999.0,749700,1,350000,1,1,1,1,"[10,4,1,5]",[13],[],0,0
2725527,1,25,602637,180,394,22,1,6,6,1400/12/28,5508,3,5,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,1,1,0,0,0,0,0,0,0.0,1.096,549850,1.7218,0.8038,602637.0,749700,1,350000,1,1,1,1,"[8,11,2,3]","[12,13]",[0],0,0
2725528,2,25,543572,2943,331,133,1,7,7,1400/12/28,5508,5,6,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,1,2,0,0,0,0,0,0,0.0,0.9886,549850,1.5531,0.7251,543572.0,749700,1,350000,1,1,1,1,"[4,6]","[10,13]",[1],0,0
2725529,3,25,588685,2579,279,22,1,8,8,1400/12/28,5508,5,7,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,1,1,0,0,0,0,0,0,0.0,1.0706,549850,1.682,0.7852,588685.0,749700,1,350000,1,1,1,1,[7],"[9,12,13]",[1],0,0
2725530,4,25,583042,2905,157,155,22,1,16,1400/12/28,5508,13,15,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,1,2,0,0,0,0,0,0,0.0,1.0604,549850,1.6658,0.7777,583042.0,749700,1,350000,1,1,1,1,[10],[13],"[0,2]",0,0
2725531,5,25,556549,988,269,110,155,1,6,1400/12/28,5508,3,5,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,1,1,0,0,0,0,0,0,0.0,1.0122,549850,1.5901,0.7424,556549.0,749700,1,350000,1,1,1,1,[10],[13],[0],0,0
2725532,6,25,575750,841,85,155,1,9,9,1400/12/28,5508,6,8,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,1,1,0,0,0,0,0,0,0.0,1.0471,549850,1.645,0.768,575750.0,749700,1,350000,1,1,1,1,[10],[13],[2],0,0
2725533,7,25,607699,632,126,110,1,20,20,1400/12/28,5508,17,19,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,1,1,0,0,0,0,0,0,0.0,1.1052,549850,1.7363,0.8106,607699.0,749700,1,350000,1,1,1,1,[9],"[12,13]",[3],0,0
2725534,8,25,572122,1787,275,12,155,1,46,1400/12/28,5508,43,45,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,1,1,0,0,0,0,0,0,0.0,1.0405,549850,1.6346,0.7631,572122.0,749700,1,350000,1,1,1,1,[11],"[12,13]",[1],0,0
2725535,9,25,589936,96,182,133,1,55,55,1400/12/28,5508,52,54,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,1,1,0,0,0,0,0,0,0.0,1.0729,549850,1.6855,0.7869,589936.0,749700,1,350000,1,1,1,1,[12],[13],[7],0,0
2725536,10,25,571416,998,221,133,1,39,39,1400/12/28,5508,36,38,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,1,1,0,0,0,0,0,0,0.0,1.0392,549850,1.6326,0.7622,571416.0,749700,1,350000,1,1,1,1,[13],[],"[0,4,5,6]",0,0
2725537,11,25,593934,2142,49,22,133,1,69,1400/12/28,5508,66,68,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,1,1,0,0,0,0,0,0,0.0,1.0802,549850,1.697,0.7922,593934.0,749700,1,350000,1,1,1,1,[12],[13],"[1,8]",0,0
2725538,12,25,629647,742,256,133,1,109,109,1400/12/28,5508,106,108,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,1,1,0,0,0,0,0,0,0.0,1.1451,549850,1.799,0.8399,629647.0,749700,1,350000,1,1,1,1,[13],[],"[9,11]",0,0
2725539,13,25,579217,2223,86,22,1,146,146,1400/12/28,5508,143,145,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,1,1,0,0,0,0,0,0,0.0,1.0534,549850,1.6549,0.7726,579217.0,749700,1,350000,1,1,1,1,[],[],"[10,12]",0,0
2725540,0,26,576193,612,351,120,133,42,45,1400/12/28,5508,42,44,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,42,1,0,0,0,0,0,0,0.0,1.0479,549850,1.6463,0.7686,576193.0,749700,1,350000,1,1,1,1,"[5,1,2]","[6,7,8]",[],0,0
2725541,1,26,595597,3164,278,22,42,47,47,1400/12/28,5508,44,46,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,42,2,0,0,0,0,0,0,0.0,1.0832,549850,1.7017,0.7944,595597.0,749700,1,350000,1,1,1,1,"[4,3]","[6,7,8]",[0],0,0
2725542,2,26,581790,1917,217,12,42,47,47,1400/12/28,5508,44,46,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,42,1,0,0,0,0,0,0,0.0,1.0581,549850,1.6623,0.776,581790.0,749700,1,350000,1,1,1,1,[7],[8],[0],0,0
2725543,3,26,614470,658,276,86,42,49,49,1400/12/28,5508,46,48,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,42,1,0,0,0,0,0,0,0.0,1.1175,549850,1.7556,0.8196,614470.0,749700,1,350000,1,1,1,1,[5],"[6,7,8]",[1],0,0
2725544,4,26,597698,1520,217,125,133,42,83,1400/12/28,5508,80,82,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,42,1,0,0,0,0,0,0,0.0,1.087,549850,1.7077,0.7972,597698.0,749700,1,350000,1,1,1,1,[6],"[7,8]",[1],0,0
2725545,5,26,550491,3469,193,86,42,69,69,1400/12/28,5508,66,68,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,42,2,0,0,0,0,0,0,0.0,1.0012,549850,1.5728,0.7343,550491.0,749700,1,350000,1,1,1,1,[6],"[7,8]","[0,3]",0,0
2725546,6,26,628968,2876,237,110,42,111,111,1400/12/28,5508,108,110,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,42,1,0,0,0,0,0,0,0.0,1.1439,549850,1.7971,0.839,628968.0,749700,1,350000,1,1,1,1,[7],[8],"[4,5]",0,0
2725547,7,26,609518,436,58,133,42,133,133,1400/12/28,5508,130,132,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,42,1,0,0,0,0,0,0,0.0,1.1085,549850,1.7415,0.813,609518.0,749700,1,350000,1,1,1,1,[8],[],"[2,6]",0,0
2725548,8,26,592762,3149,269,12,22,42,139,1400/12/28,5508,136,138,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,42,2,0,0,0,0,0,0,0.0,1.078,549850,1.6936,0.7907,592762.0,749700,1,350000,1,1,1,1,[],[],[7],0,0
2725549,0,27,543876,449,196,133,12,18,20,1400/12/28,5508,18,19,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,18,1,0,0,0,0,0,0,0.0,0.9891,549850,1.5539,0.7255,543876.0,749700,1,350000,1,1,1,1,"[6,1,3,4]","[8,9]",[],0,0
2725550,1,27,596954,584,15,120,18,22,22,1400/12/28,5508,19,21,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,18,1,0,0,0,0,0,0,0.0,1.0857,549850,1.7056,0.7963,596954.0,749700,1,350000,1,1,1,1,"[7,2]",[9],[0],0,0
2725551,2,27,556365,3059,368,120,86,18,24,1400/12/28,5508,21,23,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,18,2,0,0,0,0,0,0,0.0,1.0118,549850,1.5896,0.7421,556365.0,749700,1,350000,1,1,1,1,[5],"[7,9]",[1],0,0
2725552,3,27,593946,1306,3,110,125,18,22,1400/12/28,5508,19,21,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,18,1,0,0,0,0,0,0,0.0,1.0802,549850,1.697,0.7922,593946.0,749700,1,350000,1,1,1,1,[7],[9],[0],0,0
2725553,4,27,570357,597,218,12,18,22,22,1400/12/28,5508,19,21,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,18,1,0,0,0,0,0,0,0.0,1.0373,549850,1.6296,0.7608,570357.0,749700,1,350000,1,1,1,1,[8],[9],[0],0,0
2725554,5,27,540675,3299,157,120,155,18,41,1400/12/28,5508,39,40,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,18,1,0,0,0,0,0,0,0.0,0.9833,549850,1.5448,0.7212,540675.0,749700,1,350000,1,1,1,1,[7],[9],[2],0,0
2725555,6,27,608181,275,239,110,18,39,39,1400/12/28,5508,35,37,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,18,1,0,0,0,0,0,0,0.0,1.1061,549850,1.7377,0.8112,608181.0,749700,1,350000,1,1,1,1,[8],[9],[0],0,0
2725556,7,27,568768,2997,385,133,18,65,65,1400/12/28,5508,62,64,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,18,1,0,0,0,0,0,0,0.0,1.0344,549850,1.6251,0.7587,568768.0,749700,1,350000,1,1,1,1,[9],[],"[1,3,5]",0,0
2725557,8,27,541513,2507,351,125,18,47,47,1400/12/28,5508,45,46,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,18,1,0,0,0,0,0,0,0.0,0.9848,549850,1.5472,0.7223,541513.0,749700,1,350000,1,1,1,1,[9],[],"[4,6]",0,0
2725558,9,27,556503,3966,47,155,18,93,93,1400/12/28,5508,90,92,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,18,1,0,0,0,0,0,0,0.0,1.0121,549850,1.59,0.7423,556503.0,749700,1,350000,1,1,1,1,[],[],"[7,8]",0,0
2725559,0,28,548580,1600,219,110,125,22,23,1400/12/28,5508,22,23,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,22,1,0,0,0,0,0,0,0.0,0.9977,549850,1.5674,0.7317,548580.0,749700,1,350000,1,1,1,1,"[3,1]","[5,6,7]",[],0,0
2725560,1,28,569345,2525,133,125,120,22,26,1400/12/28,5508,23,25,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,22,2,0,0,0,0,0,0,0.0,1.0355,549850,1.6267,0.7594,569345.0,749700,1,350000,1,1,1,1,"[4,2]","[6,7]",[0],0,0
2725561,2,28,573230,1570,223,86,12,22,28,1400/12/28,5508,25,27,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,22,1,0,0,0,0,0,0,0.0,1.0425,549850,1.6378,0.7646,573230.0,749700,1,350000,1,1,1,1,[4],"[6,7]",[1],0,0
2725562,3,28,593784,3689,98,12,22,38,38,1400/12/28,5508,35,37,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,22,2,0,0,0,0,0,0,0.0,1.0799,549850,1.6965,0.792,593784.0,749700,1,350000,1,1,1,1,[5],"[6,7]",[0],0,0
2725563,4,28,603727,3243,71,22,120,22,63,1400/12/28,5508,60,62,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,22,1,0,0,0,0,0,0,0.0,1.098,549850,1.7249,0.8053,603727.0,749700,1,350000,1,1,1,1,[6],[7],"[1,2]",0,0
2725564,5,28,557263,2966,350,133,125,22,50,1400/12/28,5508,47,49,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,22,1,0,0,0,0,0,0,0.0,1.0135,549850,1.5922,0.7433,557263.0,749700,1,350000,1,1,1,1,[6],[7],[3],0,0
2725565,6,28,600620,3129,251,120,22,87,87,1400/12/28,5508,84,86,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,22,2,0,0,0,0,0,0,0.0,1.0923,549850,1.7161,0.8011,600620.0,749700,1,350000,1,1,1,1,[7],[],"[4,5]",0,0
2725566,7,28,585370,402,30,155,22,99,99,1400/12/28,5508,96,98,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,22,2,0,0,0,0,0,0,0.0,1.0646,549850,1.6725,0.7808,585370.0,749700,1,350000,1,1,1,1,[],[],[6],0,0
2725567,0,29,544352,1803,55,125,42,44,44,1400/12/28,5508,42,43,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom16,InitializedAndWaiting,42,2,0,0,0,0,0,0,0.0,0.99,549850,1.5553,0.7261,544352.0,749700,1,350000,1,1,1,1,"[6,1,3]","[7,8,10,11]",[],0,0
2725568,1,29,621275,393,393,133,155,42,47,1400/12/28,5508,43,45,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom16,InitializedAndWaiting,42,1,0,0,0,0,0,0,0.0,1.1299,549850,1.7751,0.8287,621275.0,749700,1,350000,1,1,1,1,"[10,2,5]",[11],[0],0,0
2725569,2,29,586949,770,64,12,42,48,48,1400/12/28,5508,45,47,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom16,InitializedAndWaiting,42,1,0,0,0,0,0,0,0.0,1.0675,549850,1.677,0.7829,586949.0,749700,1,350000,1,1,1,1,[4],"[9,11]",[1],0,0
2725570,3,29,556224,3767,199,86,12,42,46,1400/12/28,5508,43,45,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom16,InitializedAndWaiting,42,1,0,0,0,0,0,0,0.0,1.0116,549850,1.5892,0.7419,556224.0,749700,1,350000,1,1,1,1,[9],[11],[0],0,0
2725571,4,29,585420,1907,274,120,42,68,68,1400/12/28,5508,65,67,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom16,InitializedAndWaiting,42,2,0,0,0,0,0,0,0.0,1.0647,549850,1.6726,0.7809,585420.0,749700,1,350000,1,1,1,1,[9],[11],[2],0,0
2725572,5,29,572752,3764,262,110,42,48,48,1400/12/28,5508,45,47,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom16,InitializedAndWaiting,42,2,0,0,0,0,0,0,0.0,1.0417,549850,1.6364,0.764,572752.0,749700,1,350000,1,1,1,1,[7],"[8,10,11]",[1],0,0
2725573,6,29,620629,1969,157,110,42,58,58,1400/12/28,5508,55,57,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom16,InitializedAndWaiting,42,1,0,0,0,0,0,0,0.0,1.1287,549850,1.7732,0.8278,620629.0,749700,1,350000,1,1,1,1,[7],"[8,10,11]",[0],0,0
2725574,7,29,600335,597,73,86,42,90,90,1400/12/28,5508,87,89,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom16,InitializedAndWaiting,42,1,0,0,0,0,0,0,0.0,1.0918,549850,1.7152,0.8008,600335.0,749700,1,350000,1,1,1,1,[8],"[10,11]","[5,6]",0,0
2725575,8,29,604987,2529,6,155,86,42,108,1400/12/28,5508,105,107,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom16,InitializedAndWaiting,42,1,0,0,0,0,0,0,0.0,1.1003,549850,1.7285,0.807,604987.0,749700,1,350000,1,1,1,1,[10],[11],[7],0,0
2725576,9,29,557147,2651,152,133,42,79,79,1400/12/28,5508,76,78,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom16,InitializedAndWaiting,42,1,0,0,0,0,0,0,0.0,1.0133,549850,1.5918,0.7432,557147.0,749700,1,350000,1,1,1,1,[11],[],"[3,4]",0,0
2725577,10,29,556170,2782,165,22,133,42,137,1400/12/28,5508,134,136,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom16,InitializedAndWaiting,42,2,0,0,0,0,0,0,0.0,1.0115,549850,1.5891,0.7419,556170.0,749700,1,350000,1,1,1,1,[11],[],"[1,8]",0,0
2725578,11,29,615256,2579,128,12,120,42,153,1400/12/28,5508,150,152,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom16,InitializedAndWaiting,42,2,0,0,0,0,0,0,0.0,1.119,549850,1.7579,0.8207,615256.0,749700,1,350000,1,1,1,1,[],[],"[9,10]",0,0
2725579,0,30,613481,128,63,110,155,13,16,1400/12/28,5508,13,15,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,13,1,0,0,0,0,0,0,0.0,1.1157,549850,1.7528,0.8183,613481.0,749700,1,350000,1,1,1,1,"[6,1,2]",[7],[],0,0
2725580,1,30,613702,2500,1,86,13,18,18,1400/12/28,5508,15,17,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,13,1,0,0,0,0,0,0,0.0,1.1161,549850,1.7534,0.8186,613702.0,749700,1,350000,1,1,1,1,[7],[],[0],0,0
2725581,2,30,571622,2908,88,12,22,13,18,1400/12/28,5508,15,17,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,13,1,0,0,0,0,0,0,0.0,1.0396,549850,1.6332,0.7625,571622.0,749700,1,350000,1,1,1,1,"[7,3,4]",[],[0],0,0
2725582,3,30,625226,744,19,125,13,20,20,1400/12/28,5508,17,19,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,13,1,0,0,0,0,0,0,0.0,1.1371,549850,1.7864,0.834,625226.0,749700,1,350000,1,1,1,1,[6],[7],[2],0,0
2725583,4,30,562888,3200,346,155,125,13,20,1400/12/28,5508,17,19,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,13,1,0,0,0,0,0,0,0.0,1.0237,549850,1.6083,0.7508,562888.0,749700,1,350000,1,1,1,1,"[7,5]",[],[2],0,0
2725584,5,30,582407,583,141,110,12,13,22,1400/12/28,5508,19,21,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,13,1,0,0,0,0,0,0,0.0,1.0592,549850,1.664,0.7769,582407.0,749700,1,350000,1,1,1,1,[6],[7],[4],0,0
2725585,6,30,560761,805,22,22,86,13,58,1400/12/28,5508,55,57,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,13,1,0,0,0,0,0,0,0.0,1.0198,549850,1.6022,0.748,560761.0,749700,1,350000,1,1,1,1,[7],[],"[0,3,5]",0,0
2725586,7,30,543328,2046,197,155,13,80,80,1400/12/28,5508,78,79,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,13,2,0,0,0,0,0,0,0.0,0.9881,549850,1.5524,0.7247,543328.0,749700,1,350000,1,1,1,1,[],[],"[1,2,4,6]",0,0
2725587,0,31,615216,3661,330,12,21,24,24,1400/12/28,5508,21,23,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,21,1,0,0,0,0,0,0,0.0,1.1189,549850,1.7578,0.8206,615216.0,749700,1,350000,1,1,1,1,"[2,1,6]","[9,10,11]",[],0,0
2725588,1,31,599641,2627,71,22,21,26,26,1400/12/28,5508,23,25,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,21,1,0,0,0,0,0,0,0.0,1.0906,549850,1.7133,0.7998,599641.0,749700,1,350000,1,1,1,1,[7],"[9,10,11]",[0],0,0
2725589,2,31,551565,2028,14,120,133,21,29,1400/12/28,5508,26,28,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,21,1,0,0,0,0,0,0,0.0,1.0031,549850,1.5759,0.7357,551565.0,749700,1,350000,1,1,1,1,"[9,3,4]","[10,11]",[0],0,0
2725590,3,31,625873,2393,121,133,21,31,31,1400/12/28,5508,28,30,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,21,1,0,0,0,0,0,0,0.0,1.1383,549850,1.7882,0.8348,625873.0,749700,1,350000,1,1,1,1,[5],"[9,10,11]",[2],0,0
2725591,4,31,622681,2818,3,120,21,31,31,1400/12/28,5508,28,30,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,21,1,0,0,0,0,0,0,0.0,1.1325,549850,1.7791,0.8306,622681.0,749700,1,350000,1,1,1,1,[11],[],[2],0,0
2725592,5,31,542370,723,203,22,21,43,43,1400/12/28,5508,42,43,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,21,2,0,0,0,0,0,0,0.0,0.9864,549850,1.5496,0.7234,542370.0,749700,1,350000,1,1,1,1,"[9,8]","[10,11]",[3],0,0
2725593,6,31,575354,208,221,12,86,21,26,1400/12/28,5508,23,25,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,21,1,0,0,0,0,0,0,0.0,1.0464,549850,1.6439,0.7674,575354.0,749700,1,350000,1,1,1,1,[10],[11],[0],0,0
2725594,7,31,573420,3140,186,125,21,47,47,1400/12/28,5508,44,46,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,21,1,0,0,0,0,0,0,0.0,1.0429,549850,1.6383,0.7649,573420.0,749700,1,350000,1,1,1,1,[9],"[10,11]",[1],0,0
2725595,8,31,551262,827,193,155,22,21,46,1400/12/28,5508,43,45,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,21,1,0,0,0,0,0,0,0.0,1.0026,549850,1.575,0.7353,551262.0,749700,1,350000,1,1,1,1,[10],[11],[5],0,0
2725596,9,31,578323,1662,165,125,12,21,88,1400/12/28,5508,85,87,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,21,2,0,0,0,0,0,0,0.0,1.0518,549850,1.6524,0.7714,578323.0,749700,1,350000,1,1,1,1,[10],[11],"[2,5,7]",0,0
2725597,10,31,627961,214,294,110,21,107,107,1400/12/28,5508,104,106,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,21,1,0,0,0,0,0,0,0.0,1.1421,549850,1.7942,0.8376,627961.0,749700,1,350000,1,1,1,1,[11],[],"[6,8,9]",0,0
2725598,11,31,581861,1631,67,22,155,21,112,1400/12/28,5508,109,111,N_0_of_FP_0_of_Niniocom21,InitializedAndWaiting,21,1,0,0,0,0,0,0,0.0,1.0582,549850,1.6625,0.7761,581861.0,749700,1,350000,1,1,1,1,[],[],"[4,10]",0,0
